labels,files,cl2
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_417798.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_420198.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_422610.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_425033.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_427440.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_429830.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_432229.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_434630.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_437085.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_439522.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_441927.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_444293.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_446658.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_449009.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_451381.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_453769.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_456148.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_458559.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_460958.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_463374.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_465809.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_468194.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_470608.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_473025.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_475418.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_477822.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_480232.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_482693.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_485133.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_487295.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_489446.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_491880.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_494068.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_496507.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_498896.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_501204.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_503484.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_505797.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_508077.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_510324.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_512561.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_514810.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_517103.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_519433.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_521547.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_524003.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_526443.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_528886.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_531312.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_533715.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_536073.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_538498.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_540969.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_543399.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_545794.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_548160.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_550570.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_552977.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_555408.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_557805.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_560185.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_562560.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_564931.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_567294.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_569660.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_572070.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_574467.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_576867.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_579280.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_581703.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_584096.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_586501.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_588908.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_591332.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_593752.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_596131.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_598523.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_600920.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_603375.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_605814.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_608230.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_610630.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_612994.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_615364.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_617712.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_620061.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_622452.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_624870.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_627334.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_629758.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_632114.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_634452.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_636862.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_639305.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_641767.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_644197.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_646621.png,N
N,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_N_234_649040.png,N
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_1994.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_4041.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_6047.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_8067.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_10148.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_12277.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_14463.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_16686.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_18929.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_21180.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_23439.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_25699.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_27965.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_30255.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_32551.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_34837.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_37131.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_39434.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_41721.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_44010.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_46292.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_48546.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_50810.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_53068.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_55306.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_57550.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_59829.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_62126.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_64389.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_66626.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_68895.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_71160.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_73432.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_75712.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_77999.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_80290.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_82576.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_84823.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_87103.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_89255.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_91424.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_93671.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_96004.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_98372.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_100722.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_103024.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_105346.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_107657.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_109990.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_112308.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_114643.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_116974.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_119274.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_121470.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_123576.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_125687.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_127816.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_129994.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_132222.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_134509.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_136816.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_139114.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_141414.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_143696.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_145970.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_148283.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_150588.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_152885.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_155173.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_157415.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_159680.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_161968.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_164266.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_166576.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_168890.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_171224.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_173538.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_175812.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_178083.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_180336.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_182630.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_184987.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_187339.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_189684.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_192010.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_194311.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_196608.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_198909.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_201258.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_203612.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_205987.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_208364.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_210703.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_213029.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_215364.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_217715.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_220055.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_222387.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_224712.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_227051.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_229393.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_231733.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_234057.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_236388.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_238745.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_241100.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_243455.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_245821.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_248180.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_250523.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_252877.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_255210.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_257544.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_259890.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_262234.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_264571.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_266924.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_269275.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_271603.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_273913.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_276224.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_278541.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_280885.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_283229.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_285572.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_287909.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_290249.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_292598.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_294946.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_297292.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_299643.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_301976.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_304315.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_306667.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_309021.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_311362.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_313683.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_316019.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_318376.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_320733.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_323069.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_325390.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_327720.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_330027.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_332333.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_334628.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_336925.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_339233.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_341564.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_343904.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_346247.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_348588.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_350928.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_353279.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_355629.png,L
L,C:\Users\HP\Documents\Varun\DHAI\Capstone\checkpoint\spectogram\specgram_L_109_357967.png,L
